PlayerID,PlayerName,FantasyTeam,Status,InjuryStatus,Positions,ProTeam,ProjectedPoints,2024_TotalPoints,2024_AvgPoints,PercentOwned,PercentStarted,PercentChange
4259545,D'Andre Swift,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",CHI,208.01588046,193.5,11.382352941176471,92.60763706428446,56.48922753547031,1.2083664925240782
3128429,Courtland Sutton,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",DEN,190.8058923,200.8,11.811764705882354,92.50136625422137,53.496209520339676,0.9072725753121915
3123076,David Njoku,,ONTEAM,ACTIVE,"WR/TE, TE, Flex, OP, Bench, IR",CLE,141.26383375,118.5,10.772727272727273,92.44308358484517,76.64259276451659,1.089290991461013
2612151,Alex Singleton,Free Agent,FREEAGENT,ACTIVE,"LB, DP, Bench, IR",DEN,120.51315655,30.5,10.166666666666666,92.22410045882637,84.46027529582226,2.2404441431597775
3116365,Mark Andrews,Free Agent,FREEAGENT,ACTIVE,"WR/TE, TE, Flex, OP, Bench, IR",BAL,140.49452747,161.3,9.488235294117647,92.05736396902331,72.51493743880073,0.9780362955915649
4241478,DeVonta Smith,Free Agent,FREEAGENT,QUESTIONABLE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",PHI,178.78799089,165.9,12.761538461538462,91.94283492261451,46.38207907403645,0.7353168275585205
4426338,Bo Nix,,ONTEAM,ACTIVE,"QB, OP, Bench, IR",DEN,283.35811345,304.7,17.923529411764704,91.6832509525371,68.59003469987849,1.1570625060069801
4432710,TreVeyon Henderson,Free Agent,FREEAGENT,ACTIVE,"25, RB, RB/WR, Flex, OP, Bench, IR",NE,200.8110968,,,91.61896387433087,53.89405425856899,3.3122458049146672
3138826,Fred Warner,Free Agent,FREEAGENT,ACTIVE,"LB, DP, Bench, IR",SF,122.68865957,132.5,7.794117647058823,91.5751357875679,80.45866022933012,1.6124840602102921
4426354,George Pickens,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",DAL,183.83359213,135.4,9.671428571428573,91.30236778218787,37.152355696304525,0.7975229135870023
3925357,Calvin Ridley,Free Agent,FREEAGENT,QUESTIONABLE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",TEN,195.11200209,168.2,9.894117647058822,90.7124490282079,36.23201098608523,1.2644427293495681
4241463,Jerry Jeudy,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",CLE,188.75572912,196.4,11.552941176470588,90.558833008702,44.07816375432647,1.2274643082278942
3116385,Joe Mixon,Free Agent,FREEAGENT,OUT,"RB, RB/WR, Flex, OP, Bench, IR",HOU,182.6621399,223.0,15.92857142857143,90.2612905655486,25.165310029655085,-2.784016732210773
4426388,Jameson Williams,,ONTEAM,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",DET,185.60466113,184.7,12.313333333333333,90.1059018472393,34.11770063723275,1.0851637101566922
4372016,Jaylen Waddle,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",MIA,182.1473917,121.6,8.106666666666667,90.03878060059134,31.321378025026974,1.3596626508351335
4361529,Isiah Pacheco,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",KC,189.83346021,50.9,7.271428571428571,89.75279253525592,35.77072571759879,1.6738437608515682
3042519,Aaron Jones Sr.,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",MIN,187.14810472,219.1,12.88823529411765,89.38815904711859,39.84095288141531,1.2523942452964008
3916655,Maxx Crosby,Free Agent,FREEAGENT,ACTIVE,"DE, DL, DP, Bench, IR",LV,98.13393267,87.0,7.25,89.20897851398392,76.86952346657064,0.08504197684895587
-16033,Ravens D/ST,Free Agent,FREEAGENT,,"D/ST, Bench, IR",BAL,171.15005843,145.48,8.557647058823528,88.90221113811087,69.22738059712097,0.7329088918298083
3045282,T.J. Watt,Free Agent,FREEAGENT,ACTIVE,"DE, DL, DP, Bench, IR",PIT,98.62752031,122.0,7.176470588235294,88.38353534141365,75.47101884075363,-1.3842273626562474
4685472,Tetairoa McMillan,Free Agent,FREEAGENT,QUESTIONABLE,"25, RB/WR, WR, WR/TE, Flex, OP, Bench, IR",CAR,176.40892626,,,88.19385327882348,19.388480765660194,0.9591227028580818
4372099,Aidan Hutchinson,Free Agent,FREEAGENT,ACTIVE,"DE, DL, DP, Bench, IR",DET,90.59787067,35.0,7.0,88.15552622104885,71.72686907476299,-0.8764351493811375
3051876,Evan Engram,Free Agent,FREEAGENT,ACTIVE,"WR/TE, TE, Flex, OP, Bench, IR",DEN,129.25895054,66.5,7.388888888888889,88.09136771300449,62.22971552690583,1.4536475908440707
2977187,Cooper Kupp,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",SEA,163.3228589,141.5,11.791666666666666,87.94249841480033,18.69151839357092,0.8094310979960113
3917315,Kyler Murray,,ONTEAM,ACTIVE,"QB, OP, Bench, IR",ARI,288.24431604,282.24,16.60235294117647,87.75268664488945,57.953328038069785,1.4125297671393042
3916148,Tony Pollard,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",TEN,187.66201427,180.7,11.293750000000001,87.14376298393059,21.900759855525855,1.7884097678391555
4568490,RJ Harvey,Free Agent,FREEAGENT,ACTIVE,"25, RB, RB/WR, Flex, OP, Bench, IR",DEN,179.589862,,,87.12550096690114,28.343516157058378,1.2493673992385652
4361741,Brock Purdy,Free Agent,FREEAGENT,ACTIVE,"QB, OP, Bench, IR",SF,287.77699791,251.86,16.790666666666667,86.97939223487207,40.536611966285534,1.176725118059096
4692025,Brian Branch,Free Agent,FREEAGENT,ACTIVE,"S, DB, DP, Bench, IR",DET,148.06908241,145.5,9.09375,86.93803159173754,73.88821385176185,-1.5558879592446857
